Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,homog_temp_max_C,homog_time_total_s,recryst_temp_max_C,recryst_time_total_s,Cold rolling reduction (percentage),Hot rolling reduction (percentage),adequate_homog,adequate_recryst,Mean grain size (µm),YS (MPa),UTS (MPa),Fracture EL (percentage),Uniform EL (percentage),YPE (percentage),mixup_lambda,source_idx_a,source_idx_b,source_similarity
97.63492122281755,0.14603672961124523,0.20712575742959832,0.0033024145140762608,0.0,2.0,0.0010957634123957751,1e-08,0.0011892059883612735,0.006328876226765697,0.0,1e-08,1e-08,523.5018395246105,18000.0,350.0,7200.0,75.52527592869158,99.07003679049221,1.0,1.0,31.023785330359928,65.74958300673723,148.52039943860493,32.614305128565604,,0.0,0.8249080237694725,191.0,180.0,0.4854901546051175
93.9937487000168,0.17694176073324647,0.20863232889945668,0.04209635183829436,0.3600725267579441,5.200930025886646,0.012358314157635705,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,350.0,3600.0,64.71695826048798,99.5,1.0,1.0,22.479226499991885,167.0654663863466,316.9062694872222,21.163468994711916,,,0.3092900825439996,198.0,199.0,1.0
96.11234117614269,0.05144833406244644,0.17725272824380436,0.0,0.29661418925923433,3.356873982348465,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,18.0,99.6,1.0,1.0,33.126694017475266,102.21577462960431,226.90513692200784,23.7688500739411,,0.0,0.15,62.0,73.0,0.6623443149048912
96.4238475641828,0.04504785526145937,0.2016912884517862,0.0,0.24920869971700577,3.0747350024435973,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,350.0,6579.041379375753,57.93447126353204,99.2689954022916,1.0,1.0,23.491590431377805,103.43749805154349,261.13816554888376,24.831527112013386,21.43284626372613,0.7147610904982666,0.8275114942710426,13.0,14.0,1.0
94.15246586361359,0.24117500141639875,0.17657613596233537,0.0,0.4768485838937031,4.697464825170611,0.00024959823338287224,1e-08,0.25,0.005219961709980745,0.0,1e-08,1e-08,460.0,86400.0,370.0,3600.0,20.0,93.8,0.0,1.0,42.8714732331665,112.94515558307359,260.9138246803631,22.215940341466048,,0.18467196708991834,0.7859395304685146,158.0,156.0,0.8816369368421051
96.09455504876526,0.04502942076367099,0.15536704668907078,0.0,0.260779490074191,3.438799403764445,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,313.6241516711614,4826.1736504045275,73.73826349595473,99.6,1.0,1.0,11.683111435060141,114.5384853512557,268.659150534877,18.589751193605107,17.2,1.4850100776836639,0.34060379177903555,9.0,56.0,0.6384658806100549
96.80700490865334,0.06515416384890593,0.18592828299043476,0.0,0.23729590344672777,2.7016391626456002,0.00024959823338287224,1e-08,0.0,0.0027279501816143193,0.0,1e-08,1e-08,530.1631005662191,18885.320949040288,350.0,7200.0,62.37767457533572,99.30489301698657,1.0,1.0,16.043851895328125,109.84886980693724,254.68187600361736,23.582122197526697,21.223909977774028,1.1,0.5081550283109527,258.0,1.0,0.6050924794262723
94.710610561753,0.06493384401419448,0.2555963386478921,0.0,0.0,4.967293815648214,0.00024959823338287224,1e-08,0.0,0.0013158117033161085,0.0,1e-08,1e-08,522.2944315159066,18412.997672863195,354.5888630318133,6374.0046542736045,64.54111369681867,97.9610069814104,1.0,1.0,24.498416711576734,125.7471997563322,216.8239244313956,25.72836071323482,,0.8425158286357195,0.22944315159066536,302.0,150.0,0.3960082747648869
94.982868535803,0.0,0.27464015127043595,0.04003824521979201,0.466832379063241,4.220281527255611,0.010119169677942135,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18332.856108662665,350.0,1820.4723984297666,31.280123682456935,97.63984736009765,1.0,1.0,2.1612141572101558,122.63824765344624,240.88290337568182,20.5383144674885,18.484483020739653,,0.8150799396318535,111.0,220.0,0.35065198866132624
93.64658183476021,0.17600839591574752,0.19065140501820219,0.0,0.6062068587685348,5.275847860671468,0.00024959823338287224,1e-08,0.028746602366144427,0.07570741426630266,0.0,1e-08,1e-08,505.29179159717745,34767.357579217714,354.90273613427416,6317.507495830646,61.51747563074599,97.7252886050887,1.0,1.0,9.775962390432436,155.95793962705415,257.7877761384601,21.48451307371361,,0.3,0.7548631932862907,156.0,184.0,0.3353370766749992
96.74347482905071,0.1137921540205594,0.21909730845700845,0.0,0.0,2.919993140381799,0.00024959823338287224,1e-08,0.0,0.0033929398565404802,0.0,1e-08,1e-08,523.1970157409953,18649.074333241704,350.0,7200.0,73.19701574099527,99.0,1.0,1.0,16.903196202404956,79.1622791255887,201.15846819902237,22.12432928295707,19.911896354661366,2.0,0.6394031481990536,279.0,23.0,0.654690681515334
96.31360168285012,0.031461064625124685,0.19666189485054897,0.0,0.2520497302048704,3.200756037525971,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,350.0,7200.0,55.0,99.6,1.0,1.0,11.49315552860696,85.47384541509489,236.72322779969747,18.544142390144042,,1.221496474587299,0.7571884547593484,3.0,1.0,1.0
96.46592138051126,0.11281130071773166,0.1741221586752844,0.0,0.7333399494892264,2.5134022812407695,0.00024959823338287224,1e-08,0.0,0.00015330113234264184,0.0,1e-08,1e-08,520.0,19800.0,350.0,7200.0,73.06102857929437,99.0,1.0,1.0,15.030468505388122,104.33769699123054,267.7961006009378,24.771165671968475,21.5,,0.38779428414112727,265.0,262.0,0.4530180982144041
94.98357972876167,0.017555444266051684,0.21936331551405175,0.07140038791125305,0.2970074983767517,4.402055665007902,0.0038179684523404027,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,400.0,600.0,15.289792343829152,99.38840830624683,1.0,1.0,35.015791400997784,104.71864803406788,257.63593949789924,26.194896408316446,,0.5,0.2946943541561131,88.0,234.0,0.6764339822084742
96.47594527202254,0.06157164493795171,0.1966712209123278,0.0,0.2669983194843324,2.9933439526994783,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,350.0,6039.482346868696,64.99334645751956,99.6,1.0,1.0,17.53976033155157,96.22774690068317,239.78904384479873,22.243789349152372,21.0,1.1784043643069029,0.6776339852413044,10.0,4.0,1.0
94.62332942484318,0.09723122592809214,0.2592935512449003,0.041378524967599375,0.359513483125027,4.613784199947842,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,64.36374233131049,99.6,1.0,1.0,12.414953070015505,145.4869061113795,284.9516225277515,23.853622652363537,,1.4140922500156645,0.7613669478534528,84.0,78.0,1.0
94.40472597831788,0.09153894603373193,0.2579583796867594,0.03993010352995565,0.3641686340087947,4.836208368479508,0.00024959823338287224,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,60.75,99.6,1.0,1.0,14.804997607288335,130.39789396566636,273.94026368090135,25.258093779106304,,1.6570574864574863,0.85,48.0,43.0,1.0
94.2731900692024,0.050337103157295025,0.20709176576782537,0.01657056606435558,0.28407044043376,5.165721362387838,0.00024959823338287224,1e-08,0.0,0.0027690647531451416,0.0,1e-08,1e-08,530.3253951225677,18000.0,344.8373024387162,7200.0,59.29285561031084,99.40650790245135,1.0,1.0,19.183610260265255,130.5971216094782,276.4407512723058,25.778038095515956,,0.8762069054353473,0.5162697561283799,305.0,45.0,0.5304530202116222
94.60033164326123,0.10597172169201383,0.24453552430029196,0.04292468941521603,0.39550577771644985,4.596115572630134,0.009395079274689707,1.0000000000000002e-08,0.0,0.005219961709980745,0.0,1.0000000000000002e-08,1.0000000000000002e-08,540.0,18000.0,319.60741752800504,9919.010996265995,62.34116612911917,99.5244719167704,1.0,1.0,13.766136383847508,157.03143671408208,233.5525527593364,17.916757954214447,,0.7,0.24471916770389052,204.0,85.0,0.7081572611360126
96.61540949257572,0.08065056980885262,0.1935812092019142,0.0,0.1373934025504973,2.972562396497291,0.00024959823338287224,1e-08,0.0,0.00015330113234264184,0.0,1e-08,1e-08,520.0,19800.0,279.45174521677643,7200.0,70.0,99.0,1.0,0.0,17.480055387849866,90.66838402112087,204.05585907410463,22.886156008531973,,,0.26275900394138973,277.0,273.0,0.4635421134539113
96.93326068759603,0.15801197565614783,0.4185431921735797,0.022981721320766486,0.023821292674812977,2.2309053640472785,0.2087256577787007,1e-08,0.0,0.003750078752680784,0.0,1e-08,1e-08,484.5054413531009,20555.60822257673,364.1978234587596,12311.216445153466,52.83293833067451,99.4129673518814,0.0,1.0,30.626964368970942,134.68856842258387,219.11725873399683,18.476166227157393,,0.05619495336225148,0.2901088270620187,249.0,293.0,0.3918476141532068
94.83327132475384,0.0,0.19842448874706842,0.037913212191164336,0.35496188476376345,4.557850783676548,0.012358314157635705,1e-08,0.0,0.005219961709980745,0.0,1e-08,1e-08,540.0,18000.0,400.0,374.1273200599271,18.76454466566788,99.6,1.0,1.0,27.111616629794042,98.08661883373593,277.51278396820976,22.030537320006122,,,0.7529089331335763,238.0,241.0,1.0
95.12484995189874,0.4140582519000266,0.18999531431529498,0.09151095349598477,0.5632599691656415,3.571454037980195,0.02885098636321269,1e-08,0.007403499146533609,0.008617005734375217,0.0,1e-08,1e-08,524.6362398312017,18834.52316961631,526.8188008439914,15586.716481075126,39.30953660767384,95.24821524557554,1.0,1.0,79.42710462052783,150.57493532931488,297.7216393787199,21.683893931029814,,0.0,0.5363760168798289,166.0,291.0,0.37895608205223996
