Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,homog_temp_max_C,homog_time_total_s,recryst_temp_max_C,recryst_time_total_s,Cold rolling reduction (percentage),Hot rolling reduction (percentage),adequate_homog,adequate_recryst,Mean grain size (µm),YS (MPa),UTS (MPa),Fracture EL (percentage),Uniform EL (percentage),YPE (percentage),mixup_lambda,source_idx_a,source_idx_b,source_similarity
97.18264966762477,0.13232732944361134,0.20979866670455097,0.03600961938981707,0.010767399379898512,2.3243911064332816,0.09332248041129936,1e-08,0.0,0.010733700612773036,0.0,1e-08,1e-08,533.6236203565421,18000.0,350.0,7200.0,76.72472407130842,99.22996320950779,1.0,1.0,22.289484595168272,130.01641515288182,222.48587548865302,18.457973759909002,,0.8719638751831852,0.5749080237694725,19.0,151.0,0.590760045895107
93.4758162054153,0.26976855236230607,0.3782076844746072,0.0,0.3548928412939772,5.3643495449953695,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.15,1e-08,1e-08,490.0,187200.0,480.5,795.0,56.55,93.79999999999998,0.0,1.0,12.424875415906525,197.25721731542018,355.0542830031189,22.631504630302786,,0.8482034497457711,0.15,143.0,125.0,0.3679737521958328
94.17948777399161,0.2224816765802796,0.1697561279419599,0.0,0.4405121517477113,4.730797098279993,0.0015766462612127573,1e-08,0.25,0.00538849519722722,0.0,1e-08,1e-08,460.0,86400.0,445.1056095319266,1693.472988804942,38.15737530867045,93.8,0.0,1.0,25.45462671546055,167.58123265692947,310.96509624427017,20.203627861696376,,0.1721891324441148,0.5777354579378964,122.0,142.0,0.3679737521958328
95.64132617871779,0.02182248803461352,0.1951533276495266,0.0,0.2644453461276284,3.870287488012003,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,52.08335522451415,99.6,1.0,1.0,25.3893035745867,88.58963364928192,221.1116987831616,25.125147018032273,,0.6449513587961151,0.19444298503238988,57.0,31.0,0.697286752511994
97.80099042994647,0.08819605516974596,0.04649596615777235,0.0,0.05735237726757625,2.0,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,346.25,7200.0,62.85,99.6,1.0,1.0,58.757786072602386,44.341659149196424,128.46798922262752,19.69605685427283,15.70787199857386,0.0,0.85,98.0,94.0,0.7517074089517398
96.47531973192675,0.028026765461056865,0.22640550102041618,0.0,0.27009323900019827,2.993189591133149,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,342.42622610529094,7200.0,54.2426226105291,99.6,1.0,1.0,19.06521029205766,88.999991602595,227.52031427797922,21.24935275899011,,0.587365370927257,0.7573773894709065,5.0,51.0,0.8832970815826535
94.712295529805,0.09242732817820169,0.22098632945484292,0.043082430674444255,0.35176816953476403,4.572475040894307,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,65.54193088383622,99.6,1.0,1.0,9.200025109320205,167.11198514785377,302.16917212567733,20.122580104380432,,1.974848712821559,0.72903455808189,45.0,43.0,1.0
97.14279778542542,0.22727719158635268,0.3148764788388414,0.02800132693269499,0.03165869201947169,2.0,0.25,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,537.75,18000.0,350.0,7200.0,62.25,99.485,1.0,1.0,32.190219217190524,115.56035754152627,189.52528659076768,16.1611710493813,,0.22291825384581918,0.15,155.0,18.0,0.44896952036494026
93.0665318306127,0.1625069350548118,0.2138511297142507,0.0,0.7065032325148983,5.843641700644891,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,525.0,18000.0,407.5,3600.0,90.0,97.5,1.0,1.0,5.403906376492917,233.1073731021986,431.2007618074229,23.49410336494018,,1.7777488113892452,0.85,87.0,86.0,0.6021884727526011
96.77533013084629,0.0,0.14264825937546774,0.0,0.04991867505150144,2.996766364357894,0.0015766462612127573,1e-08,0.0,0.033759894107642886,0.0,1e-08,1e-08,506.2272050498334,8083.587635880049,450.0,4720.896908970012,67.21599368770825,30.886937047173664,0.0,1.0,37.77806767371278,97.40883475322073,200.207987034693,28.17527757641405,,0.522391667841874,0.31136025249167,166.0,178.0,0.35509836027996766
95.57129692396171,0.2107719533942465,0.1674649727008134,0.0,0.46026514511618294,3.5832358333686134,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,530.0,19800.0,398.85986111274326,2867.4035255995936,53.454045939631065,93.8,1.0,1.0,22.488293402534016,99.6669541958504,304.58521996973803,25.353176950608457,,0.5340101674694695,0.7780010683635132,131.0,111.0,0.3679737521958328
94.76114521689753,0.21008032432976775,0.20834954277273474,0.0,0.45672027056755016,4.356739473973973,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,530.0,19800.0,370.0,3600.0,20.0,93.8,1.0,1.0,50.46720254727667,113.74633414140129,250.152703421949,22.53866671982855,,0.03525617654206168,0.3951704158925069,110.0,114.0,0.579455606624117
95.00127179584143,0.02540887276824469,0.23473092912022014,0.0,0.17577050366605929,4.561241222342826,0.0015766462612127573,1e-08,0.0,0.0,0.0,1e-08,1e-08,520.0,18000.0,350.0,7200.0,62.56627978606555,99.2,1.0,1.0,19.625559474028766,145.15013471390913,277.7557053163121,23.807994180256618,,0.9445751992049837,0.5711945357302523,186.0,189.0,1.0
94.22780158488025,0.2862459404117269,0.1955321879423167,0.05471040124199471,0.3153324441073656,4.913412269957908,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,532.1509483557518,19412.829295964682,478.49051644248243,364.5284506725527,65.15094835575175,94.98302159566347,1.0,1.0,16.87998005470972,127.81150606052843,208.50376968566235,24.549241908392503,,0.5213403232092927,0.2150948355751758,132.0,85.0,0.383034668860676
94.23749900877182,0.010715417944351283,0.19367928168203846,0.0,0.2880077045259099,5.268521910814665,0.0015766462612127573,1e-08,0.0,0.0,0.0,1e-08,1e-08,525.0024590065634,18000.0,347.4987704967183,7200.0,55.002459006563434,99.30004918013127,1.0,1.0,24.149665962319077,120.8623864931991,283.4949381976921,27.66186867983222,,0.523441647128271,0.25012295032817167,186.0,47.0,0.5048247023065227
96.48110727228828,0.03768375356657248,0.2015509316608249,0.0,0.2755640945545966,2.9971287764712855,0.0015766462612127573,1e-08,0.0,0.005388495197227222,0.0,1e-08,1e-08,540.0,18000.0,350.0,7200.000000000001,47.02306199981382,99.6,1.0,1.0,22.687411359778,86.50462446031773,220.6254555390421,21.68213212808018,,0.6135287623888163,0.3657329090739832,26.0,27.0,0.9999999894632879
96.84280841580149,0.03765071098198447,0.1826816202056917,0.0,0.28781442429420206,2.642079657258203,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,263.5,4140.0,81.35,99.6,1.0,0.0,3.699773686905824,184.93072719450643,257.7680535452892,11.662153584445297,9.3,0.13612837316520585,0.15,7.0,63.0,0.4568092761179823
97.80067386791144,0.08728270860463,0.04286700255256973,0.0,0.062211249472923995,2.0,0.0015766462612127573,1.0000000000000002e-08,0.0,0.00538849519722722,0.0,1.0000000000000002e-08,1.0000000000000002e-08,540.0,18000.0,356.2148239805965,7200.0,52.4859295922386,99.6,1.0,1.0,59.07078206767645,47.363827304058546,99.15455129363274,20.12328058542064,18.110952526878577,0.0,0.24859295922386007,91.0,95.0,0.7517074089517392
95.76804429556842,0.036033732754293266,0.2008119514686594,0.0,0.33341337631260076,3.6547314724375917,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,39.05,99.6,1.0,1.0,33.11804561867547,96.27839285817585,235.9683457787665,23.87058350040115,,0.6787645756200671,0.15,59.0,55.0,0.7669085739081577
97.90754637328122,0.014894868721059357,0.06605648708652506,0.0,0.0,2.0,0.0015766462612127573,1e-08,0.0,0.009925594649981263,0.0,1e-08,1e-08,519.997741386289,10799.186899064056,400.0056465342774,5399.796724766014,62.50141163356935,49.79437605185973,0.0,1.0,150.3462356038366,52.94890885435687,103.99957997322106,26.86010652352293,19.7,0.0,0.4999435346572262,165.0,91.0,0.33731268475433374
94.6220531710372,0.0909352661758011,0.24010503640688272,0.0,0.014150122079171627,5.027467242134958,0.0015766462612127573,1e-08,0.0,0.0037124859047805714,0.0,1e-08,1e-08,523.8733463973416,18000.0,350.0,7200.0,69.36673198670827,99.04506614410633,1.0,1.0,22.971855853939307,125.29956812931017,284.018215537474,23.947388478549573,,1.3995760292397843,0.225330720531669,21.0,182.0,0.5143160606272567
97.10751865482634,0.1726602769273121,0.3459514424994588,0.019302805154677027,0.035138065303728316,2.0640402300912655,0.25,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,470.0,21600.0,370.0,15480.0,45.0,99.5,0.0,1.0,29.043882650628436,131.7113369067676,183.78052783683532,16.178630904600002,,0.0,0.85,158.0,157.0,0.9999999578531533
94.347495171399,0.23354060581149916,0.20387476812833202,0.0,0.4109260047388862,4.768590726656498,0.0015766462612127573,1e-08,0.028607551807336772,0.00538849519722722,0.0,1e-08,1e-08,509.04784179196804,39734.481952213304,370.0,3600.0,50.12938852935177,93.8,0.0,1.0,17.289859529999422,138.48969945643765,183.31772640237435,21.6543524359913,,1.088051611494525,0.7006834541709713,121.0,113.0,0.37210007308794907
97.73077165511204,0.1166160133292581,0.09970370362749419,0.024842108336823043,0.02110134813594186,2.0,0.0015766462612127573,1e-08,0.0,0.005388495197227222,0.0,1e-08,1e-08,527.9036595442041,18000.0,339.35324833791844,7200.0,75.96788651473469,99.07743092117877,1.0,1.0,20.246862430931017,72.76203737962952,175.73034631580202,19.42543114803299,,1.3646539206582138,0.8064226970530631,149.0,19.0,0.3230905934436591
97.1680106404452,0.06033655790199766,0.3939425537515192,0.0,0.01494976942915513,2.361183802210918,0.0015766462612127573,1e-08,0.0,0.0,0.0,1e-08,1e-08,520.0,18000.0,341.77041379334196,7200.0,72.98755034479896,99.2,1.0,1.0,27.69450651984482,81.5818969880961,183.67795144220273,24.47937614033718,,0.30563392289010916,0.32918344826632023,174.0,175.0,0.7517074089517392
96.43759041845317,0.0,0.0,0.006969151486773258,0.22529532734081748,3.0768989299141882,0.0015766462612127573,1e-08,0.25,0.0016694965438432167,0.0,1e-08,1e-08,540.0,18000.0,350.0,7200.0,68.3,86.49999999999999,1.0,0.0,44.45385862577599,100.82826993748137,198.5018997524273,26.339380383857925,23.406278512191285,0.9372309178112703,0.25158056540898793,206.0,208.0,0.9583932531368944
95.6742291606401,0.16488698720926936,0.20108387531547156,0.0,0.4965558616930705,3.456278943683656,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,531.5,19530.0,365.5,4140.0,24.5,94.66999999999999,1.0,1.0,29.552030562340402,121.83421424809853,236.3580687209215,18.03212170260073,,0.1118478877273436,0.15,112.0,62.0,0.4675294875331093
95.0035457443529,0.15309315252860545,0.2251047113754105,0.04927602491059848,0.34898176480703624,4.213033430567004,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,538.0461308495383,18351.696447083115,345.8616074513852,6496.607105833767,38.05699436643146,98.46675589273217,1.0,1.0,20.33484558380386,139.1068356476456,210.70950260542043,25.93096425507425,,0.9313990706115102,0.8046130849538239,113.0,35.0,0.56451711935306
94.56635304472691,0.2511462104172527,0.18433614831447223,0.0,0.46329784621885384,4.393611724589155,0.0015766462612127573,1e-08,0.1342898542749201,0.00538849519722722,0.0,1e-08,1e-08,500.3189814170008,48039.3691089678,500.0,300.0,44.767374299014776,93.8,0.0,1.0,24.196160441342204,123.10749273135298,292.6779665245501,25.578191449353106,,0.36028401986949055,0.42401455118570275,126.0,140.0,0.3818012270657047
94.52252848170293,0.0652762643585603,0.26249108156506773,0.04316061350448426,0.3540066944021494,4.745571693008363,0.0015766462612127573,1e-08,0.0,0.00538849519722722,0.0,1e-08,1e-08,540.0,18000.0,340.0,7200.0,44.92582403897649,99.6,1.0,1.0,18.902995276426477,151.67373699093176,321.4868493589563,23.003169666634943,,0.794317606373188,0.6691391987007839,77.0,37.0,1.0
94.31417493469925,0.10130007800333632,0.22959602427007766,0.010230901291796882,0.26427661997774443,5.077197819176995,0.0015766462612127573,1e-08,0.0,0.0016469463195848192,0.0,1e-08,1e-08,529.9393647958493,18000.0,345.03031760207534,7200.0,54.96968239792467,99.39878729591699,1.0,1.0,19.346607900643406,126.49323583109667,264.8198504453761,23.33673077348141,,0.9066770347727294,0.49696823979246696,186.0,39.0,0.5048247023065227
