Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,homog_temp_max_C,homog_time_total_s,recryst_temp_max_C,recryst_time_total_s,Cold rolling reduction (percentage),Hot rolling reduction (percentage),adequate_homog,adequate_recryst,Mean grain size (µm),YS (MPa),UTS (MPa),Fracture EL (percentage),Uniform EL (percentage),YPE (percentage),mixup_lambda,source_idx_a,source_idx_b,source_similarity
97.67068495768761,0.12979082549538076,0.12507392978443954,0.0,0.06894991839289166,2.0,0.00034957704068746707,1e-08,0.0,0.005150751598987827,1e-08,1e-08,1e-08,540.0,18000.0,353.74540118847364,7200.0,68.07674754838003,99.6,1.0,1.0,51.72297014424366,47.95478534433736,117.31234344016649,22.320173918734824,19.509599431713607,0.0,0.5749080237694725,33.0,29.0,0.34448206938579845
97.66846640154057,0.11990359800079708,0.12018026073166163,0.0,0.08594937108729722,2.0,0.00034957704068746707,1e-08,0.0,0.0051507515989878275,1e-08,1e-08,1e-08,540.0,18000.0,341.7052412368729,7200.0,72.65200832998829,99.6,1.0,1.0,48.36038046594913,50.71271241339943,114.94022900139751,18.07103688062767,16.197154674382638,0.0,0.33410482473745834,33.0,29.0,0.34448206938579845
96.22986509448299,0.04330601258691064,0.027942464823294405,0.0,0.27011051782862416,3.1752394638273023,0.00034957704068746707,1e-08,0.25,0.0031868294101872,1e-08,1e-08,1e-08,540.0,18000.0,350.0,7200.0,70.80650173041487,89.56870772602196,1.0,0.0,51.11908628494783,95.8896888711318,207.1873076204563,21.714638250699483,20.936773508604592,0.926858304856909,0.7657475018303859,34.0,62.0,0.3625795260811597
97.56869473225197,0.10031404105188994,0.13615483545997634,0.0,0.19013686802499571,2.0,0.00034957704068746707,1e-08,0.0,0.004349906170476231,1e-08,1e-08,1e-08,540.0,18000.0,350.0,7200.0,75.65886679720128,95.50945374236791,1.0,0.0,58.08373142353267,62.73051554005519,160.76905293810862,22.265211690741307,19.387891587865376,0.3589156467875894,0.3122554395138992,34.0,62.0,0.3625795260811597
97.37485772968179,0.0758920166667201,0.05654769224153992,0.1,0.19908596075889992,2.1898564197045833,0.00034957704068746707,1e-08,0.0,0.003410563905779915,1e-08,1e-08,1e-08,540.0,18000.0,341.96279499244986,7200.0,71.73992374323144,90.71149542395625,1.0,0.0,33.83890568722367,80.2609046028004,229.601788463916,19.70415890302968,14.75456948914638,0.4929152052101752,0.6785117996979956,33.0,55.0,0.3304180201611763
97.52801168209331,0.11572261742027795,0.17318177975095417,0.054559280752315795,0.123408978218283,2.0,0.00034957704068746707,1e-08,0.0,0.004766044724181272,1e-08,1e-08,1e-08,540.0,18000.0,328.75,7200.0,77.395,97.63499999999999,1.0,1.0,27.906813732907693,54.29157887007663,140.7532610044048,17.053430025334915,14.320929231646966,0.12098730683720679,0.15,33.0,55.0,0.3304180201611763
97.58055582286985,0.07769873234144802,0.11043118899867943,0.0,0.1175593279314012,2.0,0.00034957704068746707,1e-08,0.10909843826256885,0.0043068725553675625,1e-08,1e-08,1e-08,540.0,18000.0,333.22586395204723,7200.0,56.02133241289859,95.28964728912723,1.0,1.0,55.25215663240316,58.97330208975551,164.50555594070866,23.612360708400356,18.112247028363946,0.34614471384703144,0.32903455808188997,24.0,60.0,0.3289171764342636
97.50004065227141,0.0917737432799961,0.05999156610575712,0.0,0.21112841353781728,2.0,0.00034957704068746707,1e-08,0.132890771378669,0.003825236385659874,1e-08,1e-08,1e-08,540.0,18000.0,337.92069982497526,7200.0,59.45795227188188,92.82955329171297,1.0,1.0,53.0324837380681,73.78286556278233,162.54280936012384,22.42287996200983,20.67396584002579,0.5262372494012436,0.5168279929990097,24.0,60.0,0.3289171764342636
97.65304394686001,0.13214621235283727,0.14612716898800365,0.0,0.06318230315946821,2.0,0.00034957704068746707,1e-08,0.0,0.0051507515989878275,1e-08,1e-08,1e-08,540.0,18000.0,369.2897672241145,7200.0,76.9443162006812,99.6,1.0,1.0,80.82787346177706,45.16982705872168,105.58250289293387,22.693544267970264,21.309178518678493,0.0,0.22840931103542267,35.0,31.0,0.5124383243625831
97.67770449562579,0.12698775748799265,0.11288113698426433,0.0,0.07692624126227654,2.0,0.00034957704068746707,1e-08,0.0,0.005150751598987827,1e-08,1e-08,1e-08,540.0,18000.0,371.25,7200.0,77.64999999999999,99.6,1.0,1.0,82.15501322619902,53.90834750783479,107.51261775246653,22.96715625096599,19.08423459346426,0.0,0.15,35.0,31.0,0.5124383243625831
